target,launched,destroyed
Odesa oblast,17.0,14.0
Kharkiv oblast and Donetsk oblast,5.0,0.0
Kharkiv oblast,2.0,2.0
Poltava oblast,1.0,0.0
Kharkiv oblast and Donetsk oblast,7.0,0.0
,13.0,13.0
,3.0,3.0
Odesa oblast,1.0,1.0
Odesa oblast,1.0,1.0
,8.0,8.0
Odesa oblast,10.0,10.0
Kharkiv oblast,5.0,5.0
Kherson oblast,2.0,2.0
Kharkiv oblast and Donetsk oblast,4.0,0.0
Kherson oblast,3.0,3.0
Kherson oblast,1.0,1.0
Kharkiv oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Odesa oblast,22.0,18.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
,1.0,1.0
,3.0,0.0
,17.0,14.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Dnipropetrovsk oblast,1.0,1.0
,4.0,4.0
,5.0,0.0
Kherson oblast,2.0,2.0
Mykolaiv oblast,1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,0.0
Kherson oblast,2.0,2.0
Kherson oblast,1.0,1.0
Dnipropetrovsk oblast,3.0,3.0
Kherson oblast,2.0,2.0
Kherson oblast,1.0,1.0
,3.0,2.0
,2.0,0.0
Kherson oblast,1.0,1.0
Donetsk oblast,3.0,0.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
Poltava oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Kharkiv oblast,4.0,4.0
Kherson oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Zaporizhzhia oblast,4.0,2.0
,6.0,1.0
,2.0,0.0
Odesa oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
"Dnipropetrovsk oblast, Novomoskovsk Raion",1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Kherson oblast,1.0,1.0
Kharkiv oblast,4.0,2.0
Kherson oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
Mykolaiv oblast,1.0,1.0
Kherson oblast,1.0,1.0
Donetsk oblast,2.0,0.0
,1.0,0.0
Donetsk oblast,3.0,0.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
,8.0,4.0
Poltava oblast,2.0,0.0
Donetsk oblast,3.0,0.0
Kirovohrad oblast,4.0,4.0
Donetsk oblast,1.0,0.0
Mykolaiv oblast,1.0,1.0
Kharkiv oblast and Donetsk oblast,4.0,0.0
"Dnipropetrovsk oblast, Dnipro Raion",2.0,2.0
Kherson oblast,2.0,2.0
,2.0,1.0
Kharkiv oblast and Sumy oblast,8.0,0.0
,12.0,5.0
Kharkiv oblast,4.0,0.0
Mykolaiv oblast,1.0,1.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Donetsk oblast,3.0,0.0
,33.0,22.0
Kharkiv oblast,2.0,0.0
Kharkiv oblast,2.0,0.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Kherson oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
,1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Mykolaiv oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
,3.0,0.0
Kherson oblast,1.0,1.0
"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
,8.0,8.0
,28.0,21.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Donetsk oblast,3.0,0.0
Kherson oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
Khmelnytskyi oblast,2.0,2.0
Dnipro,2.0,2.0
Kherson oblast,1.0,1.0
Kharkiv oblast and Donetsk oblast,3.0,0.0
Kherson oblast,1.0,1.0
Kherson oblast,5.0,5.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Kharkiv oblast,4.0,0.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
Dnipro,1.0,1.0
,10.0,5.0
Kharkiv,6.0,0.0
,8.0,0.0
Kharkiv oblast,14.0,0.0
Dnipropetrovsk oblast and Zaporizhzhia oblast and Kirovohrad oblast,8.0,7.0
Kherson oblast,1.0,1.0
Mykolaiv oblast and Kherson oblast,2.0,2.0
"Dnipropetrovsk oblast, Dnipro Raion",2.0,2.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Kherson oblast,1.0,1.0
Zaporizhzhia oblast,1.0,1.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Kharkiv oblast,2.0,0.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Khmelnytskyi oblast,2.0,2.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
"Dnipropetrovsk oblast, Pavlohrad Raion",2.0,2.0
,14.0,14.0
,42.0,41.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,0.0
,10.0,10.0
Kyiv,10.0,10.0
Zaporizhzhia oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
,18.0,18.0
Kyiv,8.0,8.0
Dnipropetrovsk oblast and Kyiv oblast,19.0,14.0
Dnipropetrovsk oblast,7.0,7.0
Kharkiv oblast,6.0,0.0
Odesa oblast and Mykolaiv oblast and Khmelnytskyi oblast,18.0,15.0
Dnipropetrovsk oblast,1.0,1.0
Dnipro,1.0,1.0
Zaporizhzhia oblast,1.0,1.0
Donetsk oblast and Kherson oblast,6.0,0.0
Kherson oblast,2.0,2.0
Kherson oblast,2.0,2.0
Mykolaiv oblast,1.0,1.0
Kherson oblast,1.0,1.0
Odesa oblast and Mykolaiv oblast and Khmelnytskyi oblast,12.0,10.0
Kherson oblast,1.0,1.0
Dnipropetrovsk oblast,1.0,0.0
Odesa oblast,11.0,10.0
,2.0,1.0
Mykolaiv oblast and Kherson oblast and Dnipropetrovsk oblast and Zaporizhzhia oblast,25.0,18.0
Kherson oblast,1.0,1.0
Donetsk oblast,8.0,0.0
Mykolaiv oblast,3.0,2.0
,1.0,1.0
,1.0,1.0
Zaporizhzhia,1.0,0.0
Kherson oblast,1.0,1.0
Dnipropetrovsk oblast,1.0,1.0
Kyiv oblast,75.0,74.0
Kherson oblast,1.0,1.0
Zaporizhzhia oblast,1.0,0.0
Dnipropetrovsk oblast and Zaporizhzhia oblast,2.0,2.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Donetsk oblast,4.0,0.0
Odesa oblast,1.0,1.0
Kyiv oblast and Poltava oblast and Cherkasy oblast,20.0,15.0
Poltava oblast,1.0,1.0
Odesa oblast and Mykolaiv oblast,2.0,2.0
Odesa oblast and Mykolaiv oblast,3.0,3.0
Mykolaiv oblast,2.0,1.0
Mykolaiv oblast,1.0,0.0
Kyiv,1.0,1.0
,1.0,1.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,0.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
"Dnipropetrovsk oblast, Pavlohrad Raion",1.0,0.0
Mykolaiv oblast,1.0,1.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Dnipropetrovsk oblast and Poltava oblast,3.0,3.0
Sumy oblast,2.0,2.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
Kherson oblast,1.0,1.0
"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
Odesa oblast,2.0,2.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Mykolaiv oblast,1.0,1.0
Kherson oblast,3.0,3.0
Kherson oblast,2.0,2.0
"Poltava oblast, Myrhorod Raion",1.0,0.0
"Dnipropetrovsk oblast, Dnipro Raion",2.0,2.0
Mykolaiv oblast and Zaporizhzhia oblast and Khmelnytskyi oblast,5.0,5.0
Kherson oblast,1.0,1.0
Kherson oblast,3.0,3.0
"Dnipropetrovsk oblast, Dnipro Raion and Dnipropetrovsk oblast, Kryvyi Rih Raion",4.0,3.0
Mykolaiv oblast and Kherson oblast,6.0,5.0
Kharkiv oblast,1.0,0.0
Mykolaiv oblast,3.0,3.0
Kherson oblast,2.0,2.0
"Dnipropetrovsk oblast, Kamianske Raion",1.0,1.0
Mykolaiv oblast and Vinnytsia oblast and Khmelnytskyi oblast,6.0,6.0
"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
,1.0,1.0
,13.0,13.0
"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
,2.0,0.0
,3.0,3.0
,8.0,0.0
,3.0,3.0
"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
Kherson oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
Odesa oblast,6.0,6.0
,2.0,0.0
,5.0,2.0
Dnipropetrovsk oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
Odesa oblast and Mykolaiv oblast and Kherson oblast,36.0,27.0
,33.0,25.0
Odesa oblast and Mykolaiv oblast and Kirovohrad oblast,29.0,24.0
Dnipropetrovsk oblast and Mykolaiv oblast,31.0,29.0
Dnipropetrovsk oblast,1.0,1.0
Kryvyi Rih,7.0,4.0
Odesa oblast and Mykolaiv oblast,30.0,16.0
Mykolaiv oblast and Kherson oblast,3.0,3.0
Odesa oblast and Mykolaiv oblast and Vinnytsia oblast,40.0,30.0
Odesa oblast,19.0,19.0
Odesa oblast,2.0,0.0
Odesa oblast,12.0,11.0
Dnipropetrovsk oblast and Zaporizhzhia oblast,15.0,14.0
Mykolaiv oblast,2.0,2.0
Kharkiv,6.0,0.0
Dnipropetrovsk oblast and Poltava oblast and Kirovohrad oblast and Sumy oblast,24.0,17.0
,1.0,1.0
Kryvyi Rih,1.0,0.0
Dnipropetrovsk oblast and Poltava oblast and Khmelnytskyi oblast,17.0,17.0
Odesa oblast and Mykolaiv oblast,24.0,18.0
Odesa oblast,10.0,6.0
Odesa oblast,6.0,6.0
Khmelnytskyi oblast,17.0,17.0
Dnipropetrovsk oblast and Zaporizhzhia oblast and Mykolaiv oblast and Sumy oblast,22.0,17.0
Odesa oblast and Sumy oblast,44.0,32.0
Dnipropetrovsk oblast and Zaporizhzhia oblast and Mykolaiv oblast,1.0,1.0
Dnipropetrovsk oblast and Zaporizhzhia oblast and Mykolaiv oblast,12.0,12.0
Kyiv oblast,33.0,26.0
Odesa oblast and Mykolaiv oblast,20.0,16.0
Odesa oblast and Sumy oblast,33.0,25.0
Odesa oblast and Dnipropetrovsk oblast,32.0,23.0
Odesa oblast,25.0,22.0
Vinnytsia oblast,2.0,1.0
Kryvyi Rih,2.0,2.0
Zaporizhzhia oblast,2.0,2.0
Kharkiv oblast,2.0,2.0
Odesa oblast,2.0,2.0
Dnipropetrovsk oblast,1.0,1.0
Odesa oblast,2.0,2.0
Dnipro,1.0,1.0
Odesa oblast and Zaporizhzhia oblast,20.0,11.0
Kharkiv oblast,3.0,3.0
Odesa oblast,13.0,13.0
Dnipropetrovsk oblast and Zaporizhzhia oblast,8.0,0.0
Kyiv and Starokostiantyniv,3.0,1.0
Odesa oblast,15.0,15.0
Odesa oblast,8.0,8.0
Zaporizhzhia oblast,5.0,3.0
Kolomyia,4.0,1.0
Kyiv oblast and Odesa oblast,23.0,23.0
Dnipropetrovsk oblast and Kherson oblast,4.0,4.0
Odesa oblast,2.0,0.0
Khmelnytskyi oblast,4.0,0.0
Vinnytsia oblast,3.0,3.0
Odesa oblast,3.0,3.0
Odesa oblast,3.0,0.0
Odesa oblast,5.0,0.0
Odesa oblast,4.0,4.0
Odesa oblast,2.0,2.0
Odesa oblast,5.0,5.0
Odesa oblast and Mykolaiv oblast,4.0,0.0
Odesa oblast and Mykolaiv oblast,7.0,0.0
Odesa oblast and Mykolaiv oblast,3.0,2.0
Odesa oblast and Mykolaiv oblast,5.0,3.0
Odesa oblast,8.0,0.0
Odesa oblast,6.0,0.0
Kyiv oblast,20.0,20.0
Dnipropetrovsk oblast and Kirovohrad oblast,5.0,5.0
Lviv oblast,10.0,7.0
Mykolaiv oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
Mykolaiv oblast,2.0,2.0
Mykolaiv oblast,4.0,4.0
Zaporizhzhia oblast,4.0,0.0
,6.0,6.0
Dnipropetrovsk oblast,9.0,0.0
Khmelnytskyi oblast,13.0,13.0
Dnipropetrovsk oblast,3.0,0.0
Dnipropetrovsk oblast,3.0,0.0
Khmelnytskyi oblast,6.0,6.0
Kyiv oblast,6.0,6.0
Kyiv oblast,6.0,6.0
Mykolaiv oblast,2.0,2.0
Kyiv oblast,2.0,2.0
Dnipropetrovsk oblast,4.0,1.0
,1.0,1.0
,1.0,1.0
,1.0,1.0
,2.0,2.0
,1.0,1.0
Donetsk oblast,6.0,0.0
,10.0,9.0
Odesa oblast,4.0,3.0
Kharkiv oblast and Sumy oblast,6.0,6.0
Cherkasy oblast,2.0,0.0
,1.0,1.0
,1.0,1.0
,15.0,15.0
,21.0,21.0
Kyiv oblast,7.0,7.0
Kyiv oblast,3.0,3.0
Mykolaiv oblast,1.0,1.0
Mykolaiv oblast,2.0,2.0
Mykolaiv oblast,2.0,2.0
Kyiv oblast,11.0,11.0
Dnipropetrovsk oblast,7.0,0.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
,4.0,4.0
Kyiv oblast,18.0,18.0
Mykolaiv oblast and Kherson oblast,3.0,3.0
Mykolaiv oblast and Kherson oblast,1.0,1.0
Mykolaiv oblast and Kherson oblast,1.0,1.0
,2.0,2.0
,1.0,1.0
Mykolaiv oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
,4.0,4.0
,1.0,1.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
,3.0,3.0
,8.0,8.0
Kyiv oblast,35.0,35.0
Odesa oblast,8.0,0.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
,8.0,8.0
front line,4.0,4.0
front line,1.0,1.0
,2.0,2.0
,1.0,1.0
,24.0,18.0
Kyiv oblast,1.0,1.0
Mykolaiv oblast and Kherson oblast,1.0,1.0
Mykolaiv oblast and Kherson oblast,1.0,1.0
Mykolaiv oblast and Kherson oblast,2.0,2.0
Kherson oblast,1.0,1.0
Kherson oblast,5.0,5.0
Kherson oblast,1.0,1.0
Kherson oblast,2.0,2.0
Mykolaiv oblast,1.0,1.0
Mykolaiv oblast and Kherson oblast,4.0,4.0
Odesa oblast,12.0,10.0
Mykolaiv oblast,1.0,1.0
Odesa oblast and Mykolaiv oblast,17.0,14.0
Kherson oblast,2.0,0.0
Odesa oblast,2.0,2.0
Odesa oblast,2.0,2.0
Odesa oblast,4.0,0.0
,2.0,2.0
,15.0,13.0
,4.0,4.0
Kharkiv oblast and Zaporizhzhia oblast,35.0,0.0
Kherson oblast,1.0,1.0
,1.0,1.0
,2.0,2.0
,1.0,1.0
,1.0,1.0
Dnipropetrovsk oblast,1.0,1.0
Dnipro,1.0,0.0
,1.0,1.0
,1.0,1.0
,1.0,1.0
Odesa oblast,1.0,1.0
Kyiv oblast,1.0,1.0
Kyiv oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
Mykolaiv oblast,1.0,1.0
Kherson oblast,1.0,1.0
Odesa oblast and Mykolaiv oblast and Kherson oblast,15.0,10.0
,5.0,5.0
,2.0,2.0
center,5.0,5.0
,2.0,2.0
,2.0,2.0
,9.0,9.0
,13.0,12.0
Donetsk oblast,1.0,1.0
Poltava oblast,3.0,3.0
Dnipropetrovsk oblast,3.0,3.0
Odesa oblast and Mykolaiv oblast and Vinnytsia oblast,20.0,19.0
Dnipropetrovsk oblast,1.0,1.0
Kherson oblast,2.0,2.0
Mykolaiv oblast,10.0,10.0
Mykolaiv oblast,14.0,14.0
Mykolaiv oblast,13.0,13.0
Odesa oblast and Mykolaiv oblast,15.0,15.0
,11.0,11.0
,5.0,5.0
Odesa oblast and Mykolaiv oblast,6.0,6.0
,13.0,13.0
Odesa oblast and Mykolaiv oblast,8.0,8.0
Zaporizhzhia,2.0,1.0
Zaporizhzhia,4.0,0.0
Zaporizhzhia,16.0,0.0
Odesa oblast and Mykolaiv oblast,3.0,3.0
,3.0,3.0
,1.0,1.0
,1.0,1.0
Mykolaiv oblast,2.0,2.0
Mykolaiv oblast,1.0,1.0
,9.0,9.0
Odesa oblast,1.0,1.0
Ochakiv,1.0,1.0
,6.0,6.0
Mykolaiv oblast,7.0,5.0
Odesa oblast and Mykolaiv oblast,7.0,5.0
Dnipropetrovsk oblast and Zaporizhzhia oblast,5.0,4.0
