time_start,target,launched,destroyed
2024-09-04 05:40:00,Lviv oblast,2.0,0.0
2024-09-02 06:00:00,,3.0,3.0
2024-09-02 06:00:00,,2.0,2.0
2024-09-02 06:00:00,,1.0,1.0
2024-09-02 06:00:00,Mykolaiv oblast,1.0,0.0
2024-08-31 11:00:00,Kursk oblast,1.0,1.0
2024-08-31 06:00:00,,4.0,4.0
2024-08-30 06:00:00,Odesa oblast,1.0,0.0
2024-08-29 06:00:00,,1.0,1.0
2024-08-29 06:00:00,,1.0,1.0
2024-08-29 06:00:00,Odesa oblast,1.0,0.0
2024-08-29 06:00:00,,1.0,1.0
2024-08-28 06:00:00,,1.0,1.0
2024-08-28 06:00:00,,2.0,2.0
2024-08-25 06:00:00,Mykolaiv oblast,9.0,8.0
2024-08-24 06:00:00,Snake Island,4.0,0.0
2024-08-24 06:00:00,,1.0,1.0
2024-08-23 06:00:00,,2.0,2.0
2024-08-23 06:00:00,,1.0,1.0
2024-08-23 06:00:00,,1.0,1.0
2024-08-23 06:00:00,,1.0,1.0
2024-08-23 06:00:00,,2.0,2.0
2024-08-22 06:00:00,Odesa oblast,2.0,0.0
2024-08-22 06:00:00,Kharkiv oblast,10.0,2.0
2024-08-22 06:00:00,Mykolaiv oblast,1.0,0.0
2024-08-21 06:00:00,,1.0,1.0
2024-08-21 06:00:00,,3.0,3.0
2024-08-20 06:00:00,,4.0,4.0
2024-08-19 06:00:00,,3.0,3.0
2024-08-19 06:00:00,,2.0,2.0
2024-08-18 06:00:00,,3.0,3.0
2024-08-18 06:00:00,,2.0,2.0
2024-08-18 06:00:00,,1.0,1.0
2024-08-17 06:00:00,Sumy,1.0,0.0
2024-08-16 06:00:00,,2.0,2.0
2024-08-16 06:00:00,,1.0,1.0
2024-08-16 06:00:00,,1.0,1.0
2024-08-15 06:00:00,,1.0,1.0
2024-08-15 06:00:00,,1.0,1.0
2024-08-15 06:00:00,,4.0,4.0
2024-08-14 06:00:00,,1.0,1.0
2024-08-14 06:00:00,,2.0,2.0
2024-08-14 06:00:00,Odesa oblast,1.0,0.0
2024-08-12 06:00:00,,1.0,1.0
2024-08-12 06:00:00,,2.0,2.0
2024-08-11 06:00:00,,1.0,1.0
2024-08-11 06:00:00,,4.0,4.0
2024-08-11 06:00:00,Odesa oblast,1.0,0.0
2024-08-11 06:00:00,Mykolaiv oblast,1.0,0.0
2024-08-10 06:00:00,,1.0,1.0
2024-08-09 06:00:00,,2.0,2.0
2024-08-08 06:00:00,,2.0,2.0
2024-08-08 06:00:00,Kharkiv oblast,2.0,0.0
2024-08-08 06:00:00,,1.0,1.0
2024-08-08 06:00:00,,1.0,1.0
2024-08-07 06:00:00,,2.0,2.0
2024-08-07 06:00:00,,1.0,1.0
2024-08-06 06:00:00,Kyiv oblast,4.0,2.0
2024-08-06 06:00:00,,1.0,1.0
2024-08-05 06:00:00,,1.0,1.0
2024-08-05 06:00:00,Mykolaiv oblast,1.0,0.0
2024-08-05 06:00:00,Kherson oblast,1.0,0.0
2024-08-05 06:00:00,,1.0,1.0
2024-08-05 06:00:00,Mykolaiv oblast,2.0,0.0
2024-08-04 06:00:00,,1.0,1.0
2024-08-04 06:00:00,Poltava oblast,2.0,0.0
2024-08-04 06:00:00,,2.0,2.0
2024-08-04 06:00:00,Kharkiv oblast,2.0,0.0
2024-08-03 06:00:00,Odesa oblast,2.0,0.0
2024-08-03 06:00:00,,2.0,0.0
2024-08-03 06:00:00,,3.0,3.0
2024-08-03 06:00:00,,2.0,2.0
2024-08-02 06:00:00,,1.0,1.0
2024-08-02 06:00:00,,3.0,3.0
2024-08-02 06:00:00,,1.0,1.0
2024-08-02 06:00:00,,2.0,2.0
2024-08-02 06:00:00,,1.0,1.0
2024-08-02 06:00:00,,1.0,1.0
2024-08-02 06:00:00,Odesa oblast,3.0,0.0
2024-08-01 06:00:00,Mykolaiv oblast,1.0,0.0
2024-08-01 06:00:00,,1.0,0.0
2024-08-01 06:00:00,,4.0,4.0
2024-08-01 06:00:00,,2.0,2.0
2024-08-01 06:00:00,,1.0,1.0
2024-08-01 06:00:00,,3.0,3.0
2024-07-31 06:00:00,Mykolaiv oblast,1.0,1.0
2024-07-31 06:00:00,Kyiv oblast,89.0,89.0
2024-07-31 06:00:00,,5.0,5.0
2024-07-31 06:00:00,,1.0,1.0
2024-07-29 06:00:00,,3.0,3.0
2024-07-29 06:00:00,,1.0,1.0
2024-07-29 06:00:00,,1.0,1.0
2024-07-29 06:00:00,,1.0,1.0
2024-07-29 06:00:00,,1.0,1.0
2024-07-28 06:00:00,Odesa oblast,8.0,7.0
2024-07-28 06:00:00,,1.0,1.0
2024-07-28 06:00:00,,1.0,1.0
2024-07-28 06:00:00,,1.0,1.0
2024-07-28 06:00:00,,1.0,1.0
2024-07-27 06:00:00,,1.0,1.0
2024-07-27 06:00:00,,1.0,1.0
2024-07-27 06:00:00,,2.0,2.0
2024-07-26 06:00:00,Donetsk oblast,1.0,0.0
2024-07-25 06:00:00,,3.0,3.0
2024-07-25 06:00:00,,2.0,2.0
2024-07-25 06:00:00,,1.0,1.0
2024-07-25 06:00:00,,2.0,2.0
2024-07-25 06:00:00,,2.0,2.0
2024-07-24 06:00:00,Kharkiv oblast,1.0,0.0
2024-07-24 06:00:00,Odesa oblast,23.0,17.0
2024-07-24 06:00:00,Kharkiv oblast,1.0,0.0
2024-07-23 06:00:00,Sumy oblast,1.0,0.0
2024-07-23 06:00:00,Sumy oblast,8.0,7.0
2024-07-23 06:00:00,,4.0,4.0
2024-07-23 06:00:00,,2.0,2.0
2024-07-23 06:00:00,,1.0,1.0
2024-07-23 06:00:00,,1.0,1.0
2024-07-23 06:00:00,Mykolaiv oblast,1.0,0.0
2024-07-22 06:00:00,,3.0,3.0
2024-07-22 06:00:00,,2.0,2.0
2024-07-22 06:00:00,,1.0,0.0
2024-07-22 06:00:00,,1.0,1.0
2024-07-22 06:00:00,Odesa oblast,1.0,0.0
2024-07-21 06:00:00,,1.0,1.0
2024-07-21 06:00:00,,2.0,2.0
2024-07-21 06:00:00,,4.0,4.0
2024-07-21 06:00:00,,1.0,1.0
2024-07-21 06:00:00,,3.0,3.0
2024-07-21 06:00:00,,1.0,1.0
2024-07-21 06:00:00,,4.0,4.0
2024-07-20 06:00:00,,4.0,4.0
2024-07-20 06:00:00,,1.0,1.0
2024-07-20 06:00:00,,1.0,1.0
2024-07-20 06:00:00,Mykolaiv oblast,1.0,1.0
2024-07-19 06:00:00,,1.0,1.0
2024-07-19 06:00:00,Mykolaiv oblast,2.0,0.0
2024-07-19 06:00:00,Odesa oblast,1.0,0.0
2024-07-19 06:00:00,,3.0,3.0
2024-07-18 06:00:00,,2.0,2.0
2024-07-18 06:00:00,,1.0,1.0
2024-07-18 06:00:00,,2.0,2.0
2024-07-18 06:00:00,,2.0,2.0
2024-07-18 06:00:00,,1.0,1.0
2024-07-18 06:00:00,Odesa oblast,1.0,0.0
2024-07-17 06:00:00,,4.0,4.0
2024-07-17 06:00:00,,2.0,2.0
2024-07-16 06:00:00,,1.0,1.0
2024-07-16 06:00:00,,1.0,1.0
2024-07-16 06:00:00,,1.0,1.0
2024-07-16 06:00:00,,3.0,3.0
2024-07-16 06:00:00,Kherson oblast,1.0,0.0
2024-07-16 06:00:00,Odesa oblast,1.0,0.0
2024-07-15 06:00:00,,2.0,2.0
2024-07-15 06:00:00,Odesa oblast,1.0,0.0
2024-07-15 06:00:00,,1.0,1.0
2024-07-15 06:00:00,,2.0,2.0
2024-07-15 06:00:00,,1.0,1.0
2024-07-15 06:00:00,,3.0,3.0
2024-07-15 06:00:00,,3.0,3.0
2024-07-14 06:00:00,,1.0,1.0
2024-07-14 06:00:00,,2.0,2.0
2024-07-14 06:00:00,,1.0,1.0
2024-07-14 06:00:00,,3.0,3.0
2024-07-14 06:00:00,,1.0,1.0
2024-07-14 06:00:00,,3.0,3.0
2024-07-13 13:00:00,,1.0,1.0
2024-07-13 06:00:00,,2.0,2.0
2024-07-13 06:00:00,Odesa oblast,1.0,0.0
2024-07-12 06:00:00,,3.0,3.0
2024-07-11 06:00:00,Sumy oblast,2.0,0.0
2024-07-11 06:00:00,,1.0,1.0
2024-07-11 06:00:00,,1.0,1.0
2024-07-11 06:00:00,,2.0,2.0
2024-07-10 06:00:00,Odesa oblast,1.0,0.0
2024-07-10 06:00:00,,2.0,2.0
2024-07-10 06:00:00,Mykolaiv oblast,1.0,0.0
2024-07-10 06:00:00,Odesa oblast,1.0,0.0
2024-07-10 06:00:00,,1.0,1.0
2024-07-10 06:00:00,,1.0,1.0
2024-07-09 06:00:00,,1.0,1.0
2024-07-09 06:00:00,Mykolaiv oblast,1.0,0.0
2024-07-09 06:00:00,,2.0,2.0
2024-07-09 06:00:00,,1.0,1.0
2024-07-09 06:00:00,,1.0,1.0
2024-07-09 06:00:00,,1.0,1.0
2024-07-09 06:00:00,Odesa oblast,1.0,0.0
2024-07-07 06:00:00,Kharkiv oblast,2.0,2.0
2024-07-08 06:00:00,,3.0,3.0
2024-07-08 06:00:00,,2.0,2.0
2024-07-08 06:00:00,,1.0,1.0
2024-07-08 06:00:00,,1.0,1.0
2024-07-08 06:00:00,,1.0,1.0
2024-07-07 06:00:00,Kherson oblast,1.0,1.0
2024-07-07 06:00:00,,1.0,1.0
2024-07-07 06:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-07-07 06:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-07-07 06:00:00,,1.0,1.0
2024-07-06 06:00:00,,2.0,2.0
2024-07-06 06:00:00,,2.0,2.0
2024-07-06 06:00:00,,1.0,1.0
2024-07-06 06:00:00,,1.0,1.0
2024-07-06 06:00:00,,2.0,2.0
2024-07-06 06:00:00,Odesa oblast,2.0,0.0
2024-07-05 06:00:00,,4.0,4.0
2024-07-05 06:00:00,,4.0,4.0
2024-07-05 06:00:00,,5.0,5.0
2024-07-05 06:00:00,,2.0,2.0
2024-07-05 06:00:00,,1.0,1.0
2024-07-04 06:00:00,,3.0,3.0
2024-07-04 06:00:00,,2.0,2.0
2024-07-04 06:00:00,,1.0,1.0
2024-07-04 06:00:00,,1.0,1.0
2024-07-04 06:00:00,Odesa oblast,1.0,0.0
2024-07-03 15:00:00,Poltava oblast,1.0,1.0
2024-07-03 06:00:00,Dnipropetrovsk oblast,4.0,4.0
2024-07-03 06:00:00,Dnipropetrovsk oblast,5.0,5.0
2024-07-03 06:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-07-03 06:00:00,Dnipropetrovsk oblast,3.0,1.0
2024-07-03 06:00:00,,1.0,1.0
2024-07-02 21:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-07-02 17:00:00,,1.0,1.0
2024-07-01 13:00:00,,1.0,1.0
2024-07-01 06:00:00,,1.0,1.0
2024-07-01 06:00:00,,1.0,1.0
2024-06-30 06:00:00,Odesa oblast,1.0,1.0
2024-06-30 06:00:00,,2.0,2.0
2024-06-30 06:00:00,,1.0,1.0
2024-06-30 06:00:00,,4.0,4.0
2024-06-29 06:00:00,,1.0,1.0
2024-06-29 06:00:00,,4.0,4.0
2024-06-28 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-28 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-28 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-28 12:00:00,Odesa oblast,2.0,2.0
2024-06-28 06:00:00,Kherson oblast,1.0,1.0
2024-06-28 06:00:00,Kherson oblast,1.0,1.0
2024-06-28 06:00:00,Odesa oblast,1.0,1.0
2024-06-28 06:00:00,Kherson oblast,2.0,2.0
2024-06-27 06:00:00,Mykolaiv oblast,2.0,2.0
2024-06-27 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-27 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-27 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-27 06:00:00,Kherson oblast,2.0,2.0
2024-06-27 06:00:00,Mykolaiv oblast,2.0,0.0
2024-06-26 06:00:00,Mykolaiv oblast,1.0,0.0
2024-06-26 06:00:00,Odesa oblast,1.0,0.0
2024-06-26 06:00:00,Kherson oblast,1.0,1.0
2024-06-26 06:00:00,Kherson oblast,1.0,1.0
2024-06-26 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-25 06:00:00,Kherson oblast,4.0,4.0
2024-06-25 06:00:00,Kherson oblast,1.0,1.0
2024-06-25 06:00:00,Kherson oblast,1.0,1.0
2024-06-24 06:00:00,Odesa oblast,2.0,1.0
2024-06-24 06:00:00,Kharkiv oblast,4.0,4.0
2024-06-24 06:00:00,Kherson oblast,1.0,1.0
2024-06-24 06:00:00,Kharkiv oblast,3.0,3.0
2024-06-24 06:00:00,Kherson oblast,1.0,1.0
2024-06-23 06:00:00,Kyiv oblast,3.0,2.0
2024-06-23 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-22 06:00:00,,10.0,7.0
2024-06-22 06:00:00,Kharkiv oblast,3.0,3.0
2024-06-22 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-22 06:00:00,Odesa oblast,1.0,0.0
2024-06-22 06:00:00,Kharkiv oblast,2.0,2.0
2024-06-22 06:00:00,Kharkiv oblast,2.0,2.0
2024-06-22 06:00:00,Kherson oblast,1.0,0.0
2024-06-21 06:00:00,Kherson oblast and Kirovohrad oblast,4.0,4.0
2024-06-21 06:00:00,Odesa oblast,1.0,0.0
2024-06-20 06:00:00,Kherson oblast,2.0,1.0
2024-06-20 06:00:00,Dnipropetrovsk oblast,4.0,4.0
2024-06-20 06:00:00,,3.0,0.0
2024-06-19 16:00:00,Poltava oblast,1.0,1.0
2024-06-19 08:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-06-19 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-19 06:00:00,Kherson oblast,1.0,1.0
2024-06-19 06:00:00,Odesa oblast,1.0,0.0
2024-06-18 06:00:00,Kherson oblast,1.0,1.0
2024-06-18 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-18 06:00:00,Kherson oblast,2.0,2.0
2024-06-17 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-17 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-17 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-17 06:00:00,Odesa oblast,1.0,0.0
2024-06-17 06:00:00,Kherson oblast,2.0,2.0
2024-06-17 06:00:00,Mykolaiv oblast,1.0,0.0
2024-06-14 06:00:00,Khmelnytskyi oblast,10.0,7.0
2024-06-14 06:00:00,Kharkiv oblast and Poltava oblast,3.0,3.0
2024-06-14 06:00:00,Kherson oblast,1.0,1.0
2024-06-14 06:00:00,Kherson oblast,1.0,1.0
2024-06-14 06:00:00,Kherson oblast,1.0,1.0
2024-06-14 06:00:00,Mykolaiv oblast,1.0,0.0
2024-06-13 13:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-06-13 06:00:00,Kherson oblast,2.0,2.0
2024-06-13 06:00:00,Kherson oblast,2.0,2.0
2024-06-13 06:00:00,Kharkiv oblast,1.0,0.0
2024-06-13 06:00:00,Mykolaiv oblast,1.0,0.0
2024-06-12 06:00:00,Odesa oblast,1.0,0.0
2024-06-11 06:00:00,Dnipropetrovsk oblast,2.0,2.0
2024-06-09 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-09 06:00:00,Kherson oblast,1.0,1.0
2024-06-08 06:00:00,,1.0,1.0
2024-06-08 06:00:00,,2.0,2.0
2024-06-08 06:00:00,Kherson oblast,4.0,4.0
2024-06-07 06:00:00,,5.0,5.0
2024-06-07 06:00:00,Poltava oblast,1.0,1.0
2024-06-07 06:00:00,Kherson oblast,1.0,1.0
2024-06-07 06:00:00,Kherson oblast,1.0,1.0
2024-06-06 08:05:00,Dnipropetrovsk oblast,1.0,1.0
2024-06-06 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-06 06:00:00,Dnipropetrovsk oblast,2.0,0.0
2024-06-06 06:00:00,Odesa oblast,1.0,1.0
2024-06-05 17:00:00,Odesa oblast,1.0,0.0
2024-06-05 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-05 06:00:00,Kherson oblast,2.0,2.0
2024-06-04 06:00:00,Chernihiv oblast,4.0,4.0
2024-06-04 06:00:00,Kherson oblast,1.0,1.0
2024-06-04 06:00:00,"Dnipropetrovsk oblast, Dnipro Raion",2.0,2.0
2024-06-04 06:00:00,Kherson oblast,1.0,1.0
2024-06-04 06:00:00,Kherson oblast,1.0,1.0
2024-06-04 06:00:00,Odesa oblast,1.0,0.0
2024-06-03 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-03 06:00:00,Odesa oblast,1.0,1.0
2024-06-03 01:00:00,Kharkiv oblast,1.0,1.0
2024-06-03 06:00:00,Kherson oblast,1.0,1.0
2024-06-02 11:00:00,"Dnipropetrovsk oblast, Pavlohrad Raion",1.0,1.0
2024-06-02 06:00:00,Kharkiv oblast,1.0,1.0
2024-06-02 06:00:00,Kharkiv oblast,1.0,0.0
2024-06-02 06:00:00,,1.0,0.0
2024-06-02 06:00:00,Kherson oblast,1.0,1.0
2024-06-02 06:00:00,Odesa oblast,1.0,0.0
2024-06-01 19:00:00,"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
2024-06-01 13:00:00,"Dnipropetrovsk oblast, Pavlohrad Raion",1.0,0.0
2024-06-01 06:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-06-01 06:00:00,Kherson oblast,1.0,1.0
2024-06-01 06:00:00,Kherson oblast,1.0,1.0
2024-06-01 06:00:00,Mykolaiv oblast,1.0,1.0
2024-06-01 06:00:00,Kherson oblast,1.0,0.0
2024-06-01 06:00:00,Mykolaiv oblast,1.0,0.0
2024-05-31 06:00:00,Kyiv oblast,1.0,1.0
2024-05-31 06:00:00,Kharkiv oblast,5.0,0.0
2024-05-31 06:00:00,Odesa oblast,2.0,1.0
2024-05-30 06:00:00,Kharkiv oblast,1.0,1.0
2024-05-30 06:00:00,Kharkiv oblast,8.0,0.0
2024-05-30 06:00:00,Kherson oblast,1.0,1.0
2024-05-30 06:00:00,Mykolaiv oblast,1.0,1.0
2024-05-29 06:00:00,Odesa oblast,1.0,0.0
2024-05-28 06:00:00,Kharkiv oblast,1.0,1.0
2024-05-28 06:00:00,Kherson oblast,2.0,2.0
2024-05-28 06:00:00,Kherson oblast,1.0,1.0
2024-05-28 06:00:00,Odesa oblast,1.0,0.0
2024-05-23 06:00:00,Kherson oblast,1.0,1.0
2024-05-22 22:55:00,"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
2024-05-22 06:00:00,Zaporizhzhia oblast,1.0,1.0
2024-05-22 06:00:00,Zaporizhzhia oblast,1.0,1.0
2024-05-22 06:00:00,"Dnipropetrovsk oblast, Kamianske Raion",1.0,1.0
2024-05-22 06:00:00,Odesa oblast,1.0,1.0
2024-05-20 11:00:00,"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
2024-05-20 06:00:00,Odesa oblast,2.0,2.0
2024-05-20 06:00:00,Kharkiv oblast,1.0,0.0
2024-05-20 06:00:00,Odesa oblast,1.0,0.0
2024-05-20 06:00:00,Kherson oblast,1.0,1.0
2024-05-20 06:00:00,Odesa oblast,1.0,1.0
2024-05-20 06:00:00,Kherson oblast,1.0,1.0
2024-05-19 18:00:00,"Dnipropetrovsk oblast, Novomoskovsk Raion",1.0,1.0
2024-05-19 06:00:00,Odesa oblast,1.0,1.0
2024-05-18 16:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-05-18 16:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-05-18 16:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-05-18 06:00:00,Odesa oblast,1.0,1.0
2024-05-18 06:00:00,Odesa oblast,1.0,0.0
2024-05-18 06:00:00,Kherson oblast,2.0,2.0
2024-05-17 06:00:00,Mykolaiv oblast,1.0,1.0
2024-05-17 06:00:00,Mykolaiv oblast,1.0,1.0
2024-05-17 06:00:00,Kherson oblast,2.0,2.0
2024-05-17 06:00:00,Odesa oblast,3.0,3.0
2024-05-17 06:00:00,Kherson oblast,1.0,1.0
2024-05-17 06:00:00,Kirovohrad oblast,1.0,1.0
2024-05-17 06:00:00,Kherson oblast,1.0,1.0
2024-05-17 06:00:00,Odesa oblast,3.0,0.0
2024-05-16 06:00:00,Kherson oblast,1.0,1.0
2024-05-16 06:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-05-15 13:30:00,Dnipro,1.0,1.0
2024-05-15 06:00:00,Kharkiv oblast,1.0,1.0
2024-05-15 06:00:00,Kharkiv oblast,1.0,1.0
2024-05-15 06:00:00,Kharkiv oblast,1.0,1.0
2024-05-15 06:00:00,Kherson oblast,1.0,1.0
2024-05-15 06:00:00,Kherson oblast,1.0,1.0
2024-05-13 06:00:00,Mykolaiv oblast,1.0,1.0
2024-05-12 19:00:00,Kharkiv oblast,1.0,1.0
2024-05-12 12:00:00,Kharkiv oblast,1.0,1.0
2024-05-12 06:00:00,Odesa oblast,1.0,1.0
2024-05-12 06:00:00,Kherson oblast,1.0,1.0
2024-05-11 17:00:00,"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
2024-05-11 06:00:00,Kherson oblast,4.0,4.0
2024-05-11 06:00:00,Mykolaiv oblast,1.0,1.0
2024-05-10 17:00:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-05-10 06:00:00,,10.0,10.0
2024-05-10 06:00:00,Kharkiv oblast,2.0,0.0
2024-05-10 06:00:00,Kherson oblast,1.0,1.0
2024-05-10 06:00:00,Kherson oblast,1.0,1.0
2024-05-10 06:00:00,Kherson oblast,1.0,1.0
2024-05-09 06:00:00,Odesa oblast,20.0,17.0
2024-05-09 06:00:00,Kherson oblast,2.0,2.0
2024-05-09 06:00:00,Kherson oblast,3.0,3.0
2024-05-08 18:00:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-05-08 14:00:00,Kharkiv oblast,1.0,1.0
2024-05-08 06:00:00,Dnipropetrovsk oblast,2.0,2.0
2024-05-08 06:00:00,,4.0,4.0
2024-05-07 14:00:00,Odesa oblast,2.0,2.0
2024-05-06 13:00:00,"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
2024-05-06 06:00:00,Kherson oblast,1.0,1.0
2024-05-06 06:00:00,Sumy oblast,13.0,12.0
2024-05-06 06:00:00,Kherson oblast,1.0,1.0
2024-05-06 06:00:00,Mykolaiv oblast,3.0,3.0
2024-05-05 13:00:00,Zaporizhzhia oblast,1.0,1.0
2024-05-05 06:00:00,,23.0,23.0
2024-05-05 06:00:00,Zaporizhzhia oblast,1.0,1.0
2024-05-04 16:15:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-05-04 06:00:00,Kharkiv oblast and Dnipropetrovsk oblast,13.0,13.0
2024-05-04 06:00:00,,4.0,0.0
2024-05-03 23:00:00,Kharkiv oblast,1.0,1.0
2024-05-03 17:00:00,Kharkiv oblast,1.0,1.0
2024-05-03 12:00:00,Zaporizhzhia oblast,1.0,1.0
2024-05-03 06:00:00,Kherson oblast,1.0,1.0
2024-05-03 06:00:00,Mykolaiv oblast,1.0,1.0
2024-05-03 06:00:00,Kherson oblast,1.0,1.0
2024-05-02 06:00:00,Mykolaiv oblast,1.0,1.0
2024-05-01 06:00:00,Odesa oblast,1.0,1.0
2024-05-01 06:00:00,Odesa oblast,2.0,2.0
2024-05-01 06:00:00,Odesa oblast,1.0,1.0
2024-04-30 06:00:00,Odesa oblast,2.0,2.0
2024-04-28 06:00:00,Mykolaiv oblast,5.0,1.0
2024-04-28 06:00:00,"Dnipropetrovsk oblast, Dnipro Raion",2.0,2.0
2024-04-28 06:00:00,,1.0,0.0
2024-04-27 17:00:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-04-27 06:00:00,Odesa oblast,1.0,1.0
2024-04-27 06:00:00,Odesa oblast,1.0,1.0
2024-04-27 06:00:00,Kherson oblast,1.0,1.0
2024-04-27 06:00:00,Odesa oblast,1.0,1.0
2024-04-26 06:00:00,Kherson oblast,1.0,1.0
2024-04-26 06:00:00,Kherson oblast,1.0,1.0
2024-04-25 13:00:00,"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
2024-04-25 08:00:00,Odesa oblast,1.0,1.0
2024-04-25 06:00:00,Odesa oblast,1.0,1.0
2024-04-24 17:00:00,"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
2024-04-24 06:00:00,Kherson oblast,2.0,2.0
2024-04-23 22:25:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-04-23 20:00:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-04-23 12:00:00,"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
2024-04-23 06:00:00,,2.0,0.0
2024-04-22 10:00:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-04-22 06:00:00,Odesa oblast,7.0,5.0
2024-04-22 06:00:00,,3.0,0.0
2024-04-22 07:00:00,Odesa oblast,1.0,1.0
2024-04-20 19:00:00,Kharkiv oblast,1.0,1.0
2024-04-20 12:00:00,Zaporizhzhia oblast,1.0,1.0
2024-04-20 09:00:00,"Dnipropetrovsk oblast, Synelnykove Raion",1.0,1.0
2024-04-20 06:00:00,Odesa oblast,2.0,2.0
2024-04-20 06:00:00,Dnipropetrovsk oblast,1.0,1.0
2024-04-20 06:00:00,Odesa oblast,1.0,1.0
2024-04-20 06:00:00,Mykolaiv oblast,1.0,1.0
2024-04-20 07:00:00,Zaporizhzhia oblast,1.0,1.0
2024-04-20 05:00:00,"Dnipropetrovsk oblast, Novomoskovsk Raion",1.0,1.0
2024-04-20 06:00:00,Odesa oblast,3.0,3.0
2024-04-19 16:30:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-04-19 06:00:00,Odesa oblast,4.0,4.0
2024-04-17 13:00:00,"Dnipropetrovsk oblast, Pavlohrad Raion",1.0,1.0
2024-04-16 06:00:00,Kharkiv oblast,9.0,9.0
2024-04-14 17:50:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-04-14 17:30:00,"Odesa oblast, Black Sea",2.0,2.0
2024-04-14 06:00:00,Kharkiv oblast,10.0,10.0
2024-04-14 06:00:00,,4.0,0.0
2024-04-13 06:00:00,Mykolaiv oblast,1.0,1.0
2024-04-12 20:30:00,"Dnipropetrovsk oblast, Kryvyi Rih Raion",1.0,1.0
2024-04-12 18:30:00,Kharkiv oblast,2.0,2.0
2024-04-12 06:00:00,Zaporizhzhia oblast,1.0,1.0
2024-04-12 06:00:00,Donetsk oblast,1.0,0.0
2024-04-11 19:00:00,Zaporizhzhia oblast,1.0,1.0
2024-04-11 19:00:00,Kharkiv oblast,1.0,1.0
2024-04-11 06:00:00,Zaporizhzhia oblast,4.0,2.0
2024-04-11 06:00:00,Lviv oblast,6.0,0.0
2024-04-11 06:00:00,,12.0,0.0
2024-04-11 05:00:00,Zaporizhzhia oblast,1.0,1.0
2024-04-10 20:00:00,Zaporizhzhia oblast,1.0,1.0
2024-04-10 17:00:00,Zaporizhzhia oblast,1.0,1.0
2024-04-10 10:00:00,"Dnipropetrovsk oblast, Dnipro Raion",1.0,1.0
2024-04-10 06:00:00,,17.0,14.0
2024-04-10 06:00:00,,1.0,0.0
2024-04-10 06:00:00,,2.0,0.0
2024-04-10 06:00:00,Odesa oblast,2.0,2.0
2024-04-10 06:00:00,Odesa oblast,2.0,2.0
2024-04-09 20:00:00,Odesa oblast,2.0,0.0
2024-04-09 12:00:00,,1.0,1.0
2024-04-09 06:00:00,,4.0,0.0
